"","Date","block","LeakVolume"
"674",2018-03-18,"PG_B4",0
"675",2018-03-18,"PG_B5",48
"676",2018-03-19,"PG_B1",0
"677",2018-03-19,"PG_B2",0
"678",2018-03-19,"PG_B3",120
"679",2018-03-19,"PG_B4",0
"680",2018-03-19,"PG_B5",0
"681",2018-03-20,"PG_B1",0
"682",2018-03-20,"PG_B2",144
"683",2018-03-20,"PG_B3",96
"684",2018-03-20,"PG_B4",0
"685",2018-03-20,"PG_B5",0
"686",2018-03-21,"PG_B1",0
"687",2018-03-21,"PG_B2",24
"688",2018-03-21,"PG_B3",144
"689",2018-03-21,"PG_B4",0
"690",2018-03-21,"PG_B5",24
"691",2018-03-22,"PG_B1",0
"692",2018-03-22,"PG_B2",96
"693",2018-03-22,"PG_B3",96
"694",2018-03-22,"PG_B4",0
"695",2018-03-22,"PG_B5",168
"696",2018-03-23,"PG_B1",0
"697",2018-03-23,"PG_B2",48
"698",2018-03-23,"PG_B3",96
"699",2018-03-23,"PG_B4",0
"700",2018-03-23,"PG_B5",24
"701",2018-03-24,"PG_B1",0
"702",2018-03-24,"PG_B2",48
"703",2018-03-24,"PG_B3",120
"704",2018-03-24,"PG_B4",0
"705",2018-03-24,"PG_B5",144
"706",2018-03-25,"PG_B1",0
"707",2018-03-25,"PG_B2",48
"708",2018-03-25,"PG_B3",96
"709",2018-03-25,"PG_B4",0
"710",2018-03-25,"PG_B5",0
"711",2018-03-26,"PG_B1",0
"712",2018-03-26,"PG_B2",0
"713",2018-03-26,"PG_B3",96
"714",2018-03-26,"PG_B4",0
"715",2018-03-26,"PG_B5",0
"716",2018-03-27,"PG_B1",0
"717",2018-03-27,"PG_B2",0
"718",2018-03-27,"PG_B3",0
"719",2018-03-27,"PG_B4",0
"720",2018-03-27,"PG_B5",0
"721",2018-03-28,"PG_B1",0
"722",2018-03-28,"PG_B2",0
"723",2018-03-28,"PG_B3",0
"724",2018-03-28,"PG_B4",0
"725",2018-03-29,"PG_B1",0
"726",2018-03-29,"PG_B2",0
"727",2018-03-29,"PG_B3",72
"728",2018-03-29,"PG_B4",0
"729",2018-03-29,"PG_B5",24
"730",2018-03-30,"PG_B1",0
"731",2018-03-30,"PG_B2",24
"732",2018-03-30,"PG_B3",0
"733",2018-03-30,"PG_B4",0
"734",2018-03-30,"PG_B5",48
"735",2018-03-31,"PG_B1",0
"736",2018-03-31,"PG_B2",120
"737",2018-03-31,"PG_B3",0
"738",2018-03-31,"PG_B4",0
"739",2018-03-31,"PG_B5",24
"740",2018-04-01,"PG_B1",0
"741",2018-04-01,"PG_B2",120
"742",2018-04-01,"PG_B3",48
"743",2018-04-01,"PG_B4",0
"744",2018-04-01,"PG_B5",24
"745",2018-04-02,"PG_B1",0
"746",2018-04-02,"PG_B2",288
"747",2018-04-02,"PG_B3",24
"748",2018-04-02,"PG_B4",0
"749",2018-04-02,"PG_B5",24
"750",2018-04-03,"PG_B1",0
"751",2018-04-03,"PG_B2",384
"752",2018-04-03,"PG_B3",24
"753",2018-04-03,"PG_B4",0
"754",2018-04-03,"PG_B5",0
"755",2018-04-04,"PG_B1",0
"756",2018-04-04,"PG_B2",144
"757",2018-04-04,"PG_B3",48
"758",2018-04-04,"PG_B4",24
"759",2018-04-04,"PG_B5",0
"760",2018-04-05,"PG_B1",24
"761",2018-04-05,"PG_B2",168
"762",2018-04-05,"PG_B3",72
"763",2018-04-05,"PG_B4",0
"764",2018-04-05,"PG_B5",0
"765",2018-04-06,"PG_B1",0
"766",2018-04-06,"PG_B2",144
"767",2018-04-06,"PG_B3",24
"768",2018-04-06,"PG_B4",0
"769",2018-04-06,"PG_B5",0
"770",2018-04-07,"PG_B1",0
"771",2018-04-07,"PG_B2",24
"772",2018-04-07,"PG_B3",48
"773",2018-04-07,"PG_B4",0
"774",2018-04-07,"PG_B5",0
"775",2018-04-08,"PG_B1",0
"776",2018-04-08,"PG_B2",48
"777",2018-04-08,"PG_B3",24
"778",2018-04-08,"PG_B4",0
"779",2018-04-08,"PG_B5",72
"780",2018-04-09,"PG_B1",0
"781",2018-04-09,"PG_B2",48
"782",2018-04-09,"PG_B3",0
"783",2018-04-09,"PG_B4",24
"784",2018-04-09,"PG_B5",24
"785",2018-04-10,"PG_B1",0
"786",2018-04-10,"PG_B2",96
"787",2018-04-10,"PG_B3",48
"788",2018-04-10,"PG_B4",24
"789",2018-04-10,"PG_B5",0
"790",2018-04-11,"PG_B1",0
"791",2018-04-11,"PG_B2",0
"792",2018-04-11,"PG_B3",24
"793",2018-04-11,"PG_B4",0
"794",2018-04-11,"PG_B5",72
"795",2018-04-12,"PG_B1",0
"796",2018-04-12,"PG_B2",24
"797",2018-04-12,"PG_B3",24
"798",2018-04-12,"PG_B4",0
"799",2018-04-12,"PG_B5",72
"800",2018-04-13,"PG_B1",0
"801",2018-04-13,"PG_B2",24
"802",2018-04-13,"PG_B3",0
"803",2018-04-13,"PG_B4",0
"804",2018-04-13,"PG_B5",264
"805",2018-04-14,"PG_B1",0
"806",2018-04-14,"PG_B2",336
"807",2018-04-14,"PG_B3",24
"808",2018-04-14,"PG_B4",0
"809",2018-04-14,"PG_B5",24
"810",2018-04-15,"PG_B1",0
"811",2018-04-15,"PG_B2",48
"812",2018-04-15,"PG_B3",72
"813",2018-04-15,"PG_B4",0
"814",2018-04-15,"PG_B5",48
"815",2018-04-16,"PG_B1",0
"816",2018-04-16,"PG_B2",24
"817",2018-04-16,"PG_B3",24
"818",2018-04-16,"PG_B4",0
"819",2018-04-16,"PG_B5",24
"820",2018-04-17,"PG_B1",0
"821",2018-04-17,"PG_B2",72
"822",2018-04-17,"PG_B3",24
"823",2018-04-17,"PG_B4",0
"824",2018-04-17,"PG_B5",24
"825",2018-04-18,"PG_B1",0
"826",2018-04-18,"PG_B2",48
"827",2018-04-18,"PG_B3",48
"828",2018-04-18,"PG_B4",0
"829",2018-04-18,"PG_B5",24
"830",2018-04-19,"PG_B1",0
"831",2018-04-19,"PG_B2",24
"832",2018-04-19,"PG_B3",0
"833",2018-04-19,"PG_B4",0
"834",2018-04-19,"PG_B5",24
"835",2018-04-20,"PG_B1",0
"836",2018-04-20,"PG_B2",24
"837",2018-04-20,"PG_B3",0
"838",2018-04-20,"PG_B4",0
"839",2018-04-20,"PG_B5",48
"840",2018-04-21,"PG_B1",0
"841",2018-04-21,"PG_B2",24
"842",2018-04-21,"PG_B3",0
"843",2018-04-21,"PG_B4",24
"844",2018-04-21,"PG_B5",48
"845",2018-04-22,"PG_B1",0
"846",2018-04-22,"PG_B2",0
"847",2018-04-22,"PG_B3",120
"848",2018-04-22,"PG_B4",0
"849",2018-04-22,"PG_B5",192
"850",2018-04-23,"PG_B1",0
"851",2018-04-23,"PG_B2",0
"852",2018-04-23,"PG_B3",24
"853",2018-04-23,"PG_B4",0
"854",2018-04-23,"PG_B5",48
"855",2018-04-24,"PG_B1",0
"856",2018-04-24,"PG_B2",0
"857",2018-04-24,"PG_B3",0
"858",2018-04-24,"PG_B4",0
"859",2018-04-24,"PG_B5",24
"860",2018-04-25,"PG_B1",0
"861",2018-04-25,"PG_B2",0
"862",2018-04-25,"PG_B3",0
"863",2018-04-25,"PG_B4",0
"864",2018-04-25,"PG_B5",24
"865",2018-04-26,"PG_B1",0
"866",2018-04-26,"PG_B2",0
"867",2018-04-26,"PG_B3",0
"868",2018-04-26,"PG_B4",0
"869",2018-04-26,"PG_B5",24
"870",2018-04-27,"PG_B1",0
"871",2018-04-27,"PG_B2",0
"872",2018-04-27,"PG_B3",24
"873",2018-04-27,"PG_B4",0
"874",2018-04-27,"PG_B5",0
"875",2018-04-28,"PG_B1",0
"876",2018-04-28,"PG_B2",24
"877",2018-04-28,"PG_B3",24
"878",2018-04-28,"PG_B4",0
"879",2018-04-28,"PG_B5",24
"880",2018-04-29,"PG_B1",0
"881",2018-04-29,"PG_B2",0
"882",2018-04-29,"PG_B3",24
"883",2018-04-29,"PG_B4",0
"884",2018-04-29,"PG_B5",48
"885",2018-04-30,"PG_B1",0
"886",2018-04-30,"PG_B2",0
"887",2018-04-30,"PG_B3",48
"888",2018-04-30,"PG_B4",0
"889",2018-04-30,"PG_B5",24
"890",2018-05-01,"PG_B1",0
"891",2018-05-01,"PG_B2",0
"892",2018-05-01,"PG_B3",0
"893",2018-05-01,"PG_B4",48
"894",2018-05-01,"PG_B5",48
"895",2018-05-02,"PG_B1",0
"896",2018-05-02,"PG_B2",0
"897",2018-05-02,"PG_B3",0
"898",2018-05-02,"PG_B4",24
"899",2018-05-02,"PG_B5",24
"900",2018-05-03,"PG_B1",0
"901",2018-05-03,"PG_B2",24
"902",2018-05-03,"PG_B3",24
"903",2018-05-03,"PG_B4",24
"904",2018-05-03,"PG_B5",0
"905",2018-05-04,"PG_B1",0
"906",2018-05-04,"PG_B2",0
"907",2018-05-04,"PG_B3",24
"908",2018-05-04,"PG_B4",0
"909",2018-05-04,"PG_B5",0
"910",2018-05-05,"PG_B1",0
"911",2018-05-05,"PG_B2",0
"912",2018-05-05,"PG_B3",24
"913",2018-05-05,"PG_B4",0
"914",2018-05-05,"PG_B5",0
"915",2018-05-06,"PG_B1",24
"916",2018-05-06,"PG_B2",0
"917",2018-05-06,"PG_B3",24
"918",2018-05-06,"PG_B4",0
"919",2018-05-06,"PG_B5",24
"920",2018-05-07,"PG_B1",48
"921",2018-05-07,"PG_B2",0
"922",2018-05-07,"PG_B3",24
"923",2018-05-07,"PG_B4",0
"924",2018-05-07,"PG_B5",24
"925",2018-05-08,"PG_B1",48
"926",2018-05-08,"PG_B2",0
"927",2018-05-08,"PG_B3",24
"928",2018-05-08,"PG_B4",0
"929",2018-05-08,"PG_B5",48
"930",2018-05-09,"PG_B1",72
"931",2018-05-09,"PG_B2",0
"932",2018-05-09,"PG_B3",48
"933",2018-05-09,"PG_B4",24
"934",2018-05-09,"PG_B5",24
"935",2018-05-10,"PG_B1",48
"936",2018-05-10,"PG_B2",0
"937",2018-05-10,"PG_B3",72
"938",2018-05-10,"PG_B4",0
"939",2018-05-10,"PG_B5",24
"940",2018-05-11,"PG_B1",48
"941",2018-05-11,"PG_B2",144
"942",2018-05-11,"PG_B3",24
"943",2018-05-11,"PG_B4",0
"944",2018-05-11,"PG_B5",24
"945",2018-05-12,"PG_B1",96
"946",2018-05-12,"PG_B2",120
"947",2018-05-12,"PG_B3",0
"948",2018-05-12,"PG_B4",0
"949",2018-05-12,"PG_B5",48
"950",2018-05-13,"PG_B1",96
"951",2018-05-13,"PG_B2",120
"952",2018-05-13,"PG_B3",48
"953",2018-05-13,"PG_B4",0
"954",2018-05-13,"PG_B5",48
"955",2018-05-14,"PG_B1",0
"956",2018-05-14,"PG_B2",96
"957",2018-05-14,"PG_B3",0
"958",2018-05-14,"PG_B4",0
"959",2018-05-14,"PG_B5",72
"960",2018-05-15,"PG_B1",0
"961",2018-05-15,"PG_B2",120
"962",2018-05-15,"PG_B3",0
"963",2018-05-15,"PG_B4",0
"964",2018-05-15,"PG_B5",24
"965",2018-05-16,"PG_B1",0
"966",2018-05-16,"PG_B2",96
"967",2018-05-16,"PG_B3",0
"968",2018-05-16,"PG_B4",48
"969",2018-05-16,"PG_B5",24
"970",2018-05-17,"PG_B1",0
"971",2018-05-17,"PG_B2",96
"972",2018-05-17,"PG_B3",0
"973",2018-05-17,"PG_B4",0
"974",2018-05-17,"PG_B5",0
"975",2018-05-18,"PG_B1",0
"976",2018-05-18,"PG_B2",96
"977",2018-05-18,"PG_B3",96
"978",2018-05-18,"PG_B4",0
"979",2018-05-18,"PG_B5",24
"980",2018-05-19,"PG_B1",0
"981",2018-05-19,"PG_B2",96
"982",2018-05-19,"PG_B3",48
"983",2018-05-19,"PG_B4",0
"984",2018-05-19,"PG_B5",72
"985",2018-05-20,"PG_B1",0
"986",2018-05-20,"PG_B2",96
"987",2018-05-20,"PG_B3",96
"988",2018-05-20,"PG_B4",0
"989",2018-05-20,"PG_B5",0
"990",2018-05-21,"PG_B1",0
"991",2018-05-21,"PG_B2",96
"992",2018-05-21,"PG_B3",0
"993",2018-05-21,"PG_B4",0
"994",2018-05-21,"PG_B5",72
"995",2018-05-22,"PG_B1",0
"996",2018-05-22,"PG_B2",96
"997",2018-05-22,"PG_B3",0
"998",2018-05-22,"PG_B4",0
"999",2018-05-22,"PG_B5",48
"1000",2018-05-23,"PG_B1",0
"1001",2018-05-23,"PG_B2",96
"1002",2018-05-23,"PG_B3",168
"1003",2018-05-23,"PG_B4",0
"1004",2018-05-23,"PG_B5",0
"1005",2018-05-24,"PG_B1",0
"1006",2018-05-24,"PG_B2",96
"1007",2018-05-24,"PG_B3",168
"1008",2018-05-24,"PG_B4",0
"1009",2018-05-24,"PG_B5",0
"1010",2018-05-25,"PG_B1",0
"1011",2018-05-25,"PG_B2",96
"1012",2018-05-25,"PG_B3",144
"1013",2018-05-25,"PG_B4",0
"1014",2018-05-25,"PG_B5",24
"1015",2018-05-26,"PG_B1",24
"1016",2018-05-26,"PG_B2",96
"1017",2018-05-26,"PG_B3",144
"1018",2018-05-26,"PG_B4",0
"1019",2018-05-26,"PG_B5",48
"1020",2018-05-27,"PG_B1",24
"1021",2018-05-27,"PG_B2",96
"1022",2018-05-27,"PG_B3",144
"1023",2018-05-27,"PG_B4",0
"1024",2018-05-27,"PG_B5",72
"1025",2018-05-28,"PG_B1",0
"1026",2018-05-28,"PG_B2",96
"1027",2018-05-28,"PG_B3",120
"1028",2018-05-28,"PG_B4",0
"1029",2018-05-28,"PG_B5",24
"1030",2018-05-29,"PG_B1",0
"1031",2018-05-29,"PG_B2",96
"1032",2018-05-29,"PG_B3",120
"1033",2018-05-29,"PG_B4",0
"1034",2018-05-29,"PG_B5",24
"1035",2018-05-30,"PG_B1",0
"1036",2018-05-30,"PG_B2",48
"1037",2018-05-30,"PG_B3",120
"1038",2018-05-30,"PG_B4",0
"1039",2018-05-30,"PG_B5",24
"1040",2018-05-31,"PG_B1",0
"1041",2018-05-31,"PG_B2",72
"1042",2018-05-31,"PG_B3",120
"1043",2018-05-31,"PG_B4",0
"1044",2018-05-31,"PG_B5",24
"1045",2018-06-01,"PG_B1",0
"1046",2018-06-01,"PG_B2",72
"1047",2018-06-01,"PG_B3",120
"1048",2018-06-01,"PG_B4",0
"1049",2018-06-01,"PG_B5",24
"1050",2018-06-02,"PG_B1",0
"1051",2018-06-02,"PG_B2",48
"1052",2018-06-02,"PG_B3",144
"1053",2018-06-02,"PG_B4",0
"1054",2018-06-02,"PG_B5",48
"1055",2018-06-03,"PG_B1",24
"1056",2018-06-03,"PG_B2",96
"1057",2018-06-03,"PG_B3",120
"1058",2018-06-03,"PG_B4",0
"1059",2018-06-03,"PG_B5",24
"1060",2018-06-04,"PG_B1",24
"1061",2018-06-04,"PG_B2",96
"1062",2018-06-04,"PG_B3",0
"1063",2018-06-04,"PG_B4",0
"1064",2018-06-04,"PG_B5",72
"1065",2018-06-05,"PG_B1",24
"1066",2018-06-05,"PG_B2",72
"1067",2018-06-05,"PG_B3",144
"1068",2018-06-05,"PG_B4",0
"1069",2018-06-05,"PG_B5",48
"1070",2018-06-06,"PG_B1",0
"1071",2018-06-06,"PG_B2",72
"1072",2018-06-06,"PG_B3",0
"1073",2018-06-06,"PG_B4",0
"1074",2018-06-06,"PG_B5",48
"1075",2018-06-07,"PG_B1",0
"1076",2018-06-07,"PG_B2",72
"1077",2018-06-07,"PG_B3",168
"1078",2018-06-07,"PG_B4",0
"1079",2018-06-07,"PG_B5",48
"1080",2018-06-08,"PG_B1",0
"1081",2018-06-08,"PG_B2",0
"1082",2018-06-08,"PG_B3",144
"1083",2018-06-08,"PG_B4",0
"1084",2018-06-08,"PG_B5",48
"1085",2018-06-09,"PG_B1",0
"1086",2018-06-09,"PG_B2",24
"1087",2018-06-09,"PG_B3",0
"1088",2018-06-09,"PG_B4",0
"1089",2018-06-09,"PG_B5",96
"1090",2018-06-10,"PG_B1",0
"1091",2018-06-10,"PG_B2",48
"1092",2018-06-10,"PG_B3",0
"1093",2018-06-10,"PG_B4",0
"1094",2018-06-10,"PG_B5",72
"1095",2018-06-11,"PG_B1",24
"1096",2018-06-11,"PG_B2",0
"1097",2018-06-11,"PG_B3",144
"1098",2018-06-11,"PG_B4",0
"1099",2018-06-11,"PG_B5",72
"1100",2018-06-12,"PG_B1",24
"1101",2018-06-12,"PG_B2",24
"1102",2018-06-12,"PG_B3",336
"1103",2018-06-12,"PG_B4",0
"1104",2018-06-12,"PG_B5",168
"1105",2018-06-13,"PG_B1",0
"1106",2018-06-13,"PG_B2",48
"1107",2018-06-13,"PG_B3",528
"1108",2018-06-13,"PG_B4",0
"1109",2018-06-13,"PG_B5",168
"1110",2018-06-14,"PG_B1",48
"1111",2018-06-14,"PG_B2",48
"1112",2018-06-14,"PG_B3",624
"1113",2018-06-14,"PG_B4",0
"1114",2018-06-14,"PG_B5",288
"1115",2018-06-15,"PG_B1",120
"1116",2018-06-15,"PG_B2",48
"1117",2018-06-15,"PG_B3",576
"1118",2018-06-15,"PG_B4",0
"1119",2018-06-15,"PG_B5",48
"1120",2018-06-16,"PG_B1",288
"1121",2018-06-16,"PG_B2",24
"1122",2018-06-16,"PG_B3",648
"1123",2018-06-16,"PG_B4",0
"1124",2018-06-16,"PG_B5",24
"1125",2018-06-17,"PG_B1",264
"1126",2018-06-17,"PG_B2",24
"1127",2018-06-17,"PG_B3",600
"1128",2018-06-17,"PG_B4",0
"1129",2018-06-17,"PG_B5",72
"1130",2018-06-18,"PG_B1",264
"1131",2018-06-18,"PG_B2",24
"1132",2018-06-18,"PG_B3",648
"1133",2018-06-18,"PG_B4",48
"1134",2018-06-18,"PG_B5",24
"1135",2018-06-19,"PG_B1",264
"1136",2018-06-19,"PG_B2",24
"1137",2018-06-19,"PG_B3",672
"1138",2018-06-19,"PG_B4",0
"1139",2018-06-19,"PG_B5",48
"1140",2018-06-20,"PG_B1",264
"1141",2018-06-20,"PG_B2",48
"1142",2018-06-20,"PG_B3",648
"1143",2018-06-20,"PG_B4",0
"1144",2018-06-20,"PG_B5",48
"1145",2018-06-21,"PG_B1",288
"1146",2018-06-21,"PG_B2",24
"1147",2018-06-21,"PG_B3",600
"1148",2018-06-21,"PG_B4",0
"1149",2018-06-21,"PG_B5",24
"1150",2018-06-22,"PG_B1",264
"1151",2018-06-22,"PG_B2",24
"1152",2018-06-22,"PG_B3",648
"1153",2018-06-22,"PG_B4",0
"1154",2018-06-22,"PG_B5",24
"1155",2018-06-23,"PG_B1",264
"1156",2018-06-23,"PG_B2",24
"1157",2018-06-23,"PG_B3",648
"1158",2018-06-23,"PG_B4",0
"1159",2018-06-23,"PG_B5",0
"1160",2018-06-24,"PG_B1",168
"1161",2018-06-24,"PG_B2",24
"1162",2018-06-24,"PG_B3",624
"1163",2018-06-24,"PG_B4",0
"1164",2018-06-24,"PG_B5",0
"1165",2018-06-25,"PG_B1",192
"1166",2018-06-25,"PG_B2",48
"1167",2018-06-25,"PG_B3",648
"1168",2018-06-25,"PG_B4",0
"1169",2018-06-25,"PG_B5",0
"1170",2018-06-26,"PG_B1",168
"1171",2018-06-26,"PG_B2",48
"1172",2018-06-26,"PG_B3",576
"1173",2018-06-26,"PG_B4",0
"1174",2018-06-26,"PG_B5",48
"1175",2018-06-27,"PG_B1",240
"1176",2018-06-27,"PG_B2",24
"1177",2018-06-27,"PG_B3",672
"1178",2018-06-27,"PG_B4",0
"1179",2018-06-27,"PG_B5",0
"1180",2018-06-28,"PG_B1",216
"1181",2018-06-28,"PG_B2",24
"1182",2018-06-28,"PG_B3",672
"1183",2018-06-28,"PG_B4",0
"1184",2018-06-28,"PG_B5",0
"1185",2018-06-29,"PG_B1",96
"1186",2018-06-29,"PG_B2",0
"1187",2018-06-29,"PG_B3",672
"1188",2018-06-29,"PG_B4",0
"1189",2018-06-29,"PG_B5",0
"1190",2018-06-30,"PG_B1",0
"1191",2018-06-30,"PG_B2",24
"1192",2018-06-30,"PG_B3",672
"1193",2018-06-30,"PG_B4",0
"1194",2018-06-30,"PG_B5",0
"1195",2018-07-01,"PG_B1",0
"1196",2018-07-01,"PG_B2",48
"1197",2018-07-01,"PG_B3",648
"1198",2018-07-01,"PG_B4",0
"1199",2018-07-01,"PG_B5",0
"1200",2018-07-02,"PG_B1",0
"1201",2018-07-02,"PG_B2",24
"1202",2018-07-02,"PG_B3",696
"1203",2018-07-02,"PG_B4",0
"1204",2018-07-02,"PG_B5",0
"1205",2018-07-03,"PG_B1",0
"1206",2018-07-03,"PG_B2",24
"1207",2018-07-03,"PG_B3",600
"1208",2018-07-03,"PG_B4",0
"1209",2018-07-03,"PG_B5",0
"1210",2018-07-04,"PG_B1",0
"1211",2018-07-04,"PG_B2",24
"1212",2018-07-04,"PG_B3",576
"1213",2018-07-04,"PG_B4",0
"1214",2018-07-04,"PG_B5",0
"1215",2018-07-05,"PG_B1",0
"1216",2018-07-05,"PG_B2",48
"1217",2018-07-05,"PG_B3",672
"1218",2018-07-05,"PG_B4",0
"1219",2018-07-05,"PG_B5",0
"1220",2018-07-06,"PG_B1",12840
"1221",2018-07-06,"PG_B2",48
"1222",2018-07-06,"PG_B3",672
"1223",2018-07-06,"PG_B4",0
"1224",2018-07-06,"PG_B5",24
"1225",2018-07-07,"PG_B1",19560
"1226",2018-07-07,"PG_B2",24
"1227",2018-07-07,"PG_B3",672
"1228",2018-07-07,"PG_B4",0
"1229",2018-07-07,"PG_B5",0
"1230",2018-07-08,"PG_B1",19464
"1231",2018-07-08,"PG_B2",24
"1232",2018-07-08,"PG_B3",120
"1233",2018-07-08,"PG_B4",0
"1234",2018-07-08,"PG_B5",0
"1235",2018-07-09,"PG_B1",0
"1236",2018-07-09,"PG_B2",72
"1237",2018-07-09,"PG_B3",120
"1238",2018-07-09,"PG_B4",0
"1239",2018-07-09,"PG_B5",0
"1240",2018-07-10,"PG_B1",120
"1241",2018-07-10,"PG_B2",96
"1242",2018-07-10,"PG_B3",120
"1243",2018-07-10,"PG_B4",0
"1244",2018-07-10,"PG_B5",0
"1245",2018-07-11,"PG_B1",24
"1246",2018-07-11,"PG_B2",24
"1247",2018-07-11,"PG_B3",144
"1248",2018-07-11,"PG_B4",48
"1249",2018-07-11,"PG_B5",0
"1250",2018-07-12,"PG_B1",0
"1251",2018-07-12,"PG_B2",24
"1252",2018-07-12,"PG_B3",24
"1253",2018-07-12,"PG_B4",48
"1254",2018-07-12,"PG_B5",0
"1255",2018-07-13,"PG_B1",0
"1256",2018-07-13,"PG_B2",24
"1257",2018-07-13,"PG_B3",0
"1258",2018-07-13,"PG_B4",24
"1259",2018-07-13,"PG_B5",0
"1260",2018-07-14,"PG_B1",480
"1261",2018-07-14,"PG_B2",24
"1262",2018-07-14,"PG_B3",144
"1263",2018-07-14,"PG_B4",48
"1264",2018-07-14,"PG_B5",24
"1265",2018-07-15,"PG_B1",456
"1266",2018-07-15,"PG_B2",24
"1267",2018-07-15,"PG_B3",0
"1268",2018-07-15,"PG_B4",48
"1269",2018-07-15,"PG_B5",24
"1270",2018-07-16,"PG_B1",480
"1271",2018-07-16,"PG_B2",24
"1272",2018-07-16,"PG_B3",0
"1273",2018-07-16,"PG_B4",48
"1274",2018-07-16,"PG_B5",0
"1275",2018-07-17,"PG_B1",600
"1276",2018-07-17,"PG_B2",24
"1277",2018-07-17,"PG_B3",144
"1278",2018-07-17,"PG_B4",24
"1279",2018-07-17,"PG_B5",0
"1280",2018-07-18,"PG_B1",24
"1281",2018-07-18,"PG_B2",24
"1282",2018-07-18,"PG_B3",96
"1283",2018-07-18,"PG_B4",24
"1284",2018-07-18,"PG_B5",24
"1285",2018-07-19,"PG_B1",24
"1286",2018-07-19,"PG_B2",24
"1287",2018-07-19,"PG_B3",96
"1288",2018-07-19,"PG_B4",144
"1289",2018-07-19,"PG_B5",24
"1290",2018-07-20,"PG_B1",480
"1291",2018-07-20,"PG_B2",24
"1292",2018-07-20,"PG_B3",24
"1293",2018-07-20,"PG_B4",168
"1294",2018-07-20,"PG_B5",24
"1295",2018-07-21,"PG_B1",24
"1296",2018-07-21,"PG_B2",24
"1297",2018-07-21,"PG_B3",144
"1298",2018-07-21,"PG_B4",120
"1299",2018-07-21,"PG_B5",48
"1300",2018-07-22,"PG_B1",480
"1301",2018-07-22,"PG_B2",24
"1302",2018-07-22,"PG_B3",168
"1303",2018-07-22,"PG_B4",96
"1304",2018-07-22,"PG_B5",24
"1305",2018-07-23,"PG_B1",24
"1306",2018-07-23,"PG_B2",24
"1307",2018-07-23,"PG_B3",144
"1308",2018-07-23,"PG_B4",96
"1309",2018-07-23,"PG_B5",0
"1310",2018-07-24,"PG_B1",48
"1311",2018-07-24,"PG_B2",24
"1312",2018-07-24,"PG_B3",144
"1313",2018-07-24,"PG_B4",48
"1314",2018-07-24,"PG_B5",0
"1315",2018-07-25,"PG_B1",576
"1316",2018-07-25,"PG_B2",24
"1317",2018-07-25,"PG_B3",144
"1318",2018-07-25,"PG_B4",24
"1319",2018-07-25,"PG_B5",0
"1320",2018-07-26,"PG_B1",48
"1321",2018-07-26,"PG_B2",24
"1322",2018-07-26,"PG_B3",0
"1323",2018-07-26,"PG_B4",48
"1324",2018-07-26,"PG_B5",0
"1325",2018-07-27,"PG_B1",48
"1326",2018-07-27,"PG_B2",48
"1327",2018-07-27,"PG_B3",0
"1328",2018-07-27,"PG_B4",48
"1329",2018-07-27,"PG_B5",0
"1330",2018-07-28,"PG_B1",48
"1331",2018-07-28,"PG_B2",48
"1332",2018-07-28,"PG_B3",0
"1333",2018-07-28,"PG_B4",0
"1334",2018-07-28,"PG_B5",0
